Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
109,299,6,543.2125244140625,12,1.573421532514173,26104.740788401527,-43368412.6818428
110,199,0,2074.747314453125,13,1.573421532514173,-82317.03460773852,-43450729.716450535
111,299,20,74976.125,13,1.573421532514173,-5056.355174410876,-43455786.07162494
112,299,1,4262.10986328125,13,1.573421532514173,-52777.39681685521,-43508563.4684418
113,299,0,1602.7216796875,13,1.573421532514173,-100943.62653923513,-43609507.09498104
114,299,0,14991.046875,13,1.573421532514173,-24470.35045846267,-43633977.4454395
115,299,4,149776.546875,13,1.573421532514173,-111106.53672709786,-43745083.9821666
116,299,0,24827.451171875,13,1.573421532514173,27411.360341130323,-43717672.62182547
117,299,40,56099.62890625,13,1.573421532514173,-198209.90553338375,-43915882.52735885
118,299,28,33268.2109375,13,1.573421532514173,-34589.71615691397,-43950472.24351577
119,299,0,4222.779296875,13,1.573421532514173,-22411.933834325835,-43972884.1773501
120,299,10,3706.83984375,13,1.573421532514173,22936.70812100559,-43949947.46922909
121,299,2,55455.609375,13,1.4947504558884641,-172210.31719366412,-44122157.78642275
122,299,4,4089.943359375,13,1.4947504558884641,24256.14404785342,-44097901.642374896
123,299,9,66476.34375,13,1.4947504558884641,26895.496206896332,-44071006.146168
124,299,17,12289.5166015625,13,1.4947504558884641,20133.524151726266,-44050872.62201627
125,299,19,122000.0703125,13,1.4947504558884641,-915.7990991205677,-44051788.42111539
126,299,37,8970.345703125,13,1.4947504558884641,-62445.59621845283,-44114234.01733384
127,299,19,3196.836181640625,13,1.4947504558884641,-170522.7919453034,-44284756.809279144
128,299,0,31733.544921875,13,1.4947504558884641,-225110.11400643655,-44509866.92328558
129,299,34,30651.056640625,13,1.4947504558884641,-4242.1644622897475,-44514109.08774787
130,299,35,1564.0177001953125,13,1.4947504558884641,-11973.270800822307,-44526082.35854869
131,272,0,100844.1953125,14,1.4947504558884641,25513.548803216956,-44500568.809745476
132,299,0,16173.23046875,14,1.4947504558884641,-58776.91690626434,-44559345.72665174
133,299,9,6275.90478515625,14,1.4947504558884641,-46282.058294617644,-44605627.78494636
134,299,47,27735.359375,14,1.4947504558884641,-85154.14571913444,-44690781.93066549
135,299,0,2103.592041015625,14,1.4947504558884641,-59000.802446057365,-44749782.73311155
136,299,0,54145.98828125,14,1.4947504558884641,-213699.0927870833,-44963481.82589864
137,299,0,6807.541015625,14,1.4947504558884641,23062.495376047107,-44940419.33052259
138,299,50,9290.0087890625,14,1.4947504558884641,-40565.5929896867,-44980984.92351227
139,299,12,106925.4375,14,1.4947504558884641,-172854.25269690083,-45153839.176209174
140,299,15,46570.84375,14,1.4947504558884641,-48228.588216091586,-45202067.76442526
141,299,5,24902.083984375,14,1.4200129330940408,-108296.82378386476,-45310364.58820913
142,299,8,90030.0234375,14,1.4200129330940408,-186387.31987375408,-45496751.90808289
143,299,0,4059.287841796875,14,1.4200129330940408,26981.06739228002,-45469770.840690605
144,299,27,36792.62109375,14,1.4200129330940408,-74323.38895794559,-45544094.22964855
145,299,0,9061.2099609375,14,1.4200129330940408,26367.030820971824,-45517727.19882758
146,299,9,62020.28125,14,1.4200129330940408,-10589.491747023483,-45528316.6905746
147,299,4,85991.1171875,14,1.4200129330940408,25567.33694074042,-45502749.35363386
148,299,19,84759.5625,14,1.4200129330940408,7829.900386600184,-45494919.45324726
149,67,2,5328.33203125,15,1.4200129330940408,1874.8022275941232,-45493044.65101966
150,299,53,56286.734375,15,1.4200129330940408,-95123.25914721913,-45588167.91016688
151,299,37,1751.49755859375,15,1.4200129330940408,-35403.315791657806,-45623571.22595854
152,299,2,8044.02490234375,15,1.4200129330940408,-58899.79502023623,-45682471.02097878
153,299,30,32486.271484375,15,1.4200129330940408,-186216.5559185398,-45868687.576897316
154,299,2,133817.296875,15,1.4200129330940408,24589.69755332824,-45844097.87934399
155,299,1,78037.59375,15,1.4200129330940408,-6465.079142173372,-45850562.95848616
156,299,15,60906.94140625,15,1.4200129330940408,22422.172881155548,-45828140.785605006
157,299,3,16738.41015625,15,1.4200129330940408,-24488.016001977165,-45852628.80160698
158,299,0,5898.55517578125,15,1.4200129330940408,25190.93893415285,-45827437.86267283
159,61,0,2685.89111328125,16,1.4200129330940408,-40083.79607987471,-45867521.6587527
160,299,0,9003.5,16,1.4200129330940408,22617.36389028821,-45844904.29486241
161,299,0,396.3492736816406,16,1.3490122864393386,27532.961613689153,-45817371.33324872
162,299,18,72860.828125,16,1.3490122864393386,24225.072197880814,-45793146.261050835
163,299,0,10100.3134765625,16,1.3490122864393386,20591.41371900318,-45772554.84733183
164,299,0,32991.48828125,16,1.3490122864393386,23134.343061738837,-45749420.50427009
165,299,0,2827.895751953125,16,1.3490122864393386,23932.653104785702,-45725487.85116531
166,149,5,16565.751953125,17,1.3490122864393386,-96045.07507026388,-45821532.92623557
167,299,1,21319.611328125,17,1.3490122864393386,26417.132206869304,-45795115.7940287
168,299,25,19664.833984375,17,1.3490122864393386,-143377.8496539911,-45938493.64368269
