Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
239,299,0,127668.3125,31,0.4364507272448078,-234999.69765504394,-67634894.53068604
240,299,0,79933.015625,31,0.4364507272448078,14284.696868294244,-67620609.83381774
241,156,0,88954.4609375,32,0.4146281908825674,12533.036530722666,-67608076.79728702
242,299,26,108413.8828125,32,0.4146281908825674,24472.819967130974,-67583603.97731988
243,299,2,2517.859619140625,32,0.4146281908825674,-228450.18455873238,-67812054.16187862
244,299,0,1907.8680419921875,32,0.4146281908825674,-126630.57384023722,-67938684.73571885
245,299,0,19980.541015625,32,0.4146281908825674,-25846.30375083694,-67964531.03946969
246,299,15,3719.129638671875,32,0.4146281908825674,23972.590182332664,-67940558.44928735
247,299,0,8095.0859375,32,0.4146281908825674,26722.215628873142,-67913836.23365848
248,299,0,7829.53564453125,32,0.4146281908825674,28727.689837631817,-67885108.54382084
249,299,60,7986.91259765625,32,0.4146281908825674,-103254.20406401594,-67988362.74788485
250,299,1,79161.7734375,32,0.4146281908825674,-161218.3606288836,-68149581.10851374
251,299,33,896.0762329101562,32,0.4146281908825674,-146393.1907155437,-68295974.29922928
252,299,0,7845.25732421875,32,0.4146281908825674,29523.125931372222,-68266451.17329791
253,299,25,3773.4287109375,32,0.4146281908825674,23218.932599359458,-68243232.24069855
254,299,20,100372.0703125,32,0.4146281908825674,-240966.09009679544,-68484198.33079535
255,299,0,4520.826171875,32,0.4146281908825674,-133547.1391631247,-68617745.46995847
256,299,0,869.7094116210938,32,0.4146281908825674,25186.565635726394,-68592558.90432274
257,299,14,5126.8642578125,32,0.4146281908825674,-2899.7153435221608,-68595458.61966626
258,299,0,60288.43359375,32,0.4146281908825674,21717.953921848,-68573740.66574441
259,299,0,65391.55078125,32,0.4146281908825674,22458.88745870048,-68551281.77828571
260,299,0,3764.567626953125,32,0.4146281908825674,23921.081414046927,-68527360.69687167
261,299,0,9149.99609375,32,0.39389678133843903,28503.020388649387,-68498857.67648302
262,299,0,104270.4921875,32,0.39389678133843903,27362.87914587764,-68471494.79733714
263,299,12,6814.00927734375,32,0.39389678133843903,-16008.480101818008,-68487503.27743897
264,132,31,52482.78515625,33,0.39389678133843903,-11879.060935481899,-68499382.33837445
265,299,12,111797.1328125,33,0.39389678133843903,27801.7918106847,-68471580.54656376
266,279,0,5742.91748046875,34,0.39389678133843903,-129471.71322398953,-68601052.25978775
267,299,0,2975.647705078125,34,0.39389678133843903,26292.071557956406,-68574760.1882298
268,299,0,9108.8896484375,34,0.39389678133843903,21314.359979064586,-68553445.82825074
269,299,0,4082.798828125,34,0.39389678133843903,-80470.76920992031,-68633916.59746066
270,299,0,85348.8046875,34,0.39389678133843903,28177.27308330854,-68605739.32437734
271,299,0,5399.3720703125,34,0.39389678133843903,26491.97263640394,-68579247.35174094
272,299,0,9237.8857421875,34,0.39389678133843903,23109.41694013897,-68556137.9348008
273,299,0,3060.405029296875,34,0.39389678133843903,26371.760238367555,-68529766.17456244
