Episode,Steps Done,MSE,Lost Counter,Done Counter,Epsilon,Instant Reward,Cummulative Reward
154,68,[13381.814453125],93,62,5.388632453145407,6677.058032414901,-2138052.407179875
155,50,[26369.17578125],93,63,5.388632453145407,3366.844053110121,-2134685.5631267647
156,27,[103735.015625],94,63,5.388632453145407,-7708.5518131482895,-2142394.114939913
157,92,[7145.24560546875],94,64,5.388632453145407,10479.164965324002,-2131914.949974589
158,34,[88601.5078125],95,64,5.388632453145407,-17650.668796963997,-2149565.618771553
159,3,[5313.5068359375],95,65,5.388632453145407,1821.5200515758056,-2147744.0987199773
160,401,[125084.2109375],95,66,5.388632453145407,21002.947127094245,-2126741.1515928833
161,172,[40943.26953125],95,67,5.388632453145407,12716.707430238608,-2114024.4441626444
162,54,[60475.87109375],95,68,5.388632453145407,3711.627329584034,-2110312.8168330602
163,29,[18884.41015625],95,69,5.388632453145407,3966.19844753633,-2106346.618385524
164,62,[38280.09375],95,70,5.388632453145407,-6242.926466296458,-2112589.5448518205
165,26,[13954.9150390625],95,71,5.388632453145407,604.2290714605448,-2111985.31578036
166,0,[14755.0],96,71,5.119200830488136,-10000.0,-2121985.31578036
167,0,[48738.64453125],97,71,5.119200830488136,-10000.0,-2131985.31578036
168,0,[304250.71875],98,71,5.119200830488136,-10000.0,-2141985.31578036
169,0,[11298768.0],99,71,5.119200830488136,-10000.0,-2151985.31578036
170,0,[7810.95947265625],100,71,5.119200830488136,-10000.0,-2161985.31578036
171,0,[38210.25],101,71,5.119200830488136,-10000.0,-2171985.31578036
172,0,[17178.99609375],102,71,5.119200830488136,-10000.0,-2181985.31578036
173,77,[67811.859375],102,72,5.119200830488136,-3996.636421195549,-2185981.9522015555
174,155,[11839.814453125],102,73,5.119200830488136,81.73751412837237,-2185900.214687427
175,13,[52292.23046875],102,74,5.119200830488136,1411.7385561395517,-2184488.4761312874
176,223,[8959.2021484375],103,74,5.119200830488136,4095.96175113326,-2180392.514380154
177,65,[20855.484375],104,74,5.119200830488136,-7076.089861082809,-2187468.604241237
178,187,[10656.1298828125],105,74,5.119200830488136,-7320.833982575232,-2194789.4382238123
179,48,[57914.92578125],105,75,5.119200830488136,1506.7190842916054,-2193282.7191395205
